,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Colour,Seats,No. of Doors,Price,Mileage_value,Mileage_unit,Engine_value,Engine_unit,Power_value,Power_unit,Company_Name,Model_Name
4663,Hyundai Santro,Hyderabad,2007.0,71000.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,2.4,17.0,kmpl,1086.0,CC,98.59,bhp,Hyundai,Santro
4664,Maruti Wagon,Mumbai,2014.0,25422.0,Petrol,Manual,First,Others,5.0,4.0,3.25,22.5,kmpl,998.0,CC,67.04,bhp,Maruti,Wagon
4665,Hyundai i20,Kochi,2019.0,27339.0,Petrol,Manual,First,Others,5.0,4.0,6.27,18.6,kmpl,1197.0,CC,81.83,bhp,Hyundai,i20
4666,Maruti Celerio,Ahmedabad,2015.0,42000.0,Diesel,Manual,First,White,5.0,4.0,3.6,27.62,kmpl,793.0,CC,47.0,bhp,Maruti,Celerio
4667,Maruti Alto,Chennai,2011.0,91211.0,Petrol,Manual,First,Others,5.0,4.0,2.1,20.92,kmpl,998.0,CC,67.1,bhp,Maruti,Alto
4668,Volkswagen Vento,Kolkata,2010.0,33000.0,Petrol,Automatic,First,White,5.0,4.0,2.85,14.4,kmpl,1598.0,CC,98.59,bhp,Volkswagen,Vento
4669,BMW 5,Jaipur,2013.0,40714.0,Diesel,Automatic,Second,Black/Silver,5.0,4.0,24.75,18.12,kmpl,1995.0,CC,190.0,bhp,BMW,5
4670,Hyundai Santro,Hyderabad,2008.0,68282.0,Petrol,Manual,First,Black/Silver,5.0,4.0,2.25,17.92,kmpl,1086.0,CC,62.1,bhp,Hyundai,Santro
4671,Volkswagen Vento,Mumbai,2014.0,53000.0,Petrol,Manual,Second,White,5.0,4.0,6.98,16.09,kmpl,1598.0,CC,103.5,bhp,Volkswagen,Vento
4672,Maruti Baleno,Delhi,2017.0,10300.0,Petrol,Manual,First,Black/Silver,5.0,4.0,6.75,21.4,kmpl,1197.0,CC,83.1,bhp,Maruti,Baleno
4673,Ford Fiesta,Mumbai,2014.0,61000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,2.98,18.6,kmpl,1388.0,CC,67.0,bhp,Ford,Fiesta
4674,Honda Amaze,Jaipur,2015.0,60207.0,Diesel,Manual,First,Black/Silver,5.0,4.0,5.5,25.8,kmpl,1498.0,CC,98.6,bhp,Honda,Amaze
4675,Honda Amaze,Ahmedabad,2014.0,20000.0,Diesel,Manual,Second,Others,5.0,4.0,4.5,25.8,kmpl,1498.0,CC,98.6,bhp,Honda,Amaze
4676,Honda City,Mumbai,2014.0,25000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,6.15,26.0,kmpl,1498.0,CC,98.6,bhp,Honda,City
4677,Hyundai i10,Hyderabad,2013.0,59000.0,Petrol,Manual,First,Others,5.0,4.0,3.45,20.36,kmpl,1197.0,CC,78.9,bhp,Hyundai,i10
4678,Chevrolet Sail,Kolkata,2014.0,37400.0,Petrol,Manual,First,Others,5.0,4.0,1.89,18.2,kmpl,1199.0,CC,82.5,bhp,Chevrolet,Sail
4679,Honda City,Kochi,2014.0,56838.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,5.15,16.8,kmpl,1497.0,CC,118.0,bhp,Honda,City
4680,Renault KWID,Mumbai,2017.0,24000.0,Petrol,Manual,First,White,5.0,4.0,3.5,25.17,kmpl,799.0,CC,53.3,bhp,Renault,KWID
4681,Mercedes-Benz B,Bangalore,2014.0,36000.0,Diesel,Automatic,First,Others,5.0,4.0,16.25,15.0,kmpl,2147.0,CC,107.3,bhp,Mercedes-Benz,B
4682,Hyundai EON,Hyderabad,2012.0,75000.0,LPG,Manual,First,White,5.0,4.0,2.35,21.1,km/kg,814.0,CC,55.2,bhp,Hyundai,EON
4683,Audi A4,Hyderabad,2014.0,60000.0,Diesel,Automatic,First,Others,5.0,4.0,24.0,16.55,kmpl,1968.0,CC,147.51,bhp,Audi,A4
4684,Renault Duster,Bangalore,2014.0,73557.0,Diesel,Manual,First,White,5.0,4.0,7.75,19.6,kmpl,1461.0,CC,108.45,bhp,Renault,Duster
4685,Honda Brio,Kochi,2014.0,41460.0,Petrol,Manual,First,White,5.0,4.0,3.95,18.5,kmpl,1198.0,CC,86.8,bhp,Honda,Brio
4686,Honda City,Jaipur,2015.0,78233.0,Diesel,Manual,First,Others,5.0,4.0,6.6,26.0,kmpl,1498.0,CC,98.6,bhp,Honda,City
4687,Jaguar XF,Hyderabad,2012.0,35000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,29.0,14.74,kmpl,2993.0,CC,270.9,bhp,Jaguar,XF
4688,BMW 3,Chennai,2011.0,89616.0,Diesel,Automatic,First,White,5.0,4.0,11.0,16.07,kmpl,1995.0,CC,181.0,bhp,BMW,3
4689,Volkswagen Polo,Coimbatore,2016.0,32125.0,Petrol,Manual,First,White,5.0,4.0,6.17,16.2,kmpl,1199.0,CC,74.0,bhp,Volkswagen,Polo
4690,Maruti Swift,Hyderabad,2013.0,53996.0,Diesel,Manual,First,Others,5.0,4.0,5.45,22.9,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
4691,Hyundai Verna,Mumbai,2014.0,11000.0,Petrol,Manual,First,Others,5.0,4.0,5.95,17.01,kmpl,1591.0,CC,121.3,bhp,Hyundai,Verna
4692,Hyundai i20,Ahmedabad,2013.0,40000.0,Petrol,Manual,First,Others,5.0,4.0,4.9,17.0,kmpl,1197.0,CC,80.0,bhp,Hyundai,i20
4693,Tata Zest,Mumbai,2016.0,43706.0,Petrol,Manual,First,White,5.0,4.0,4.0,17.57,kmpl,1193.0,CC,88.7,bhp,Tata,Zest
4694,Mahindra XUV500,Kochi,2013.0,87736.0,Diesel,Manual,First,Others,7.0,5.0,7.02,15.1,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
4695,Honda City,Chennai,2012.0,41000.0,Petrol,Manual,Second,White,5.0,4.0,4.5,16.8,kmpl,1497.0,CC,116.3,bhp,Honda,City
4696,Tata New,Delhi,2011.0,77000.0,Diesel,Manual,Second,Black/Silver,7.0,5.0,3.5,11.57,kmpl,2179.0,CC,138.1,bhp,Tata,New
4697,Nissan X-Trail,Pune,2011.0,98000.0,Diesel,Manual,First,White,5.0,4.0,8.0,14.42,kmpl,1995.0,CC,147.6,bhp,Nissan,X-Trail
4698,Maruti Alto,Jaipur,2015.0,50000.0,Petrol,Manual,First,White,5.0,4.0,2.75,22.74,kmpl,796.0,CC,47.3,bhp,Maruti,Alto
4699,Toyota Fortuner,Hyderabad,2012.0,152000.0,Diesel,Automatic,First,Black/Silver,7.0,5.0,16.5,11.5,kmpl,2982.0,CC,169.0,bhp,Toyota,Fortuner
4700,Honda Jazz,Chennai,2016.0,23280.0,Petrol,Manual,First,White,5.0,4.0,6.5,18.7,kmpl,1199.0,CC,88.7,bhp,Honda,Jazz
4701,Mahindra XUV500,Coimbatore,2018.0,82739.0,Diesel,Automatic,First,Others,7.0,5.0,16.77,16.0,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
4702,Honda Mobilio,Mumbai,2014.0,80000.0,Diesel,Manual,Second,White,7.0,5.0,4.85,24.2,kmpl,1498.0,CC,98.6,bhp,Honda,Mobilio
4703,Honda Jazz,Mumbai,2010.0,55000.0,Petrol,Manual,First,White,5.0,4.0,2.35,16.0,kmpl,1198.0,CC,90.0,bhp,Honda,Jazz
4704,Mercedes-Benz M-Class,Kolkata,2015.0,58589.0,Diesel,Automatic,First,White,5.0,4.0,27.75,15.26,kmpl,2143.0,CC,203.2,bhp,Mercedes-Benz,M-Class
4705,Maruti Alto,Coimbatore,2018.0,31919.0,Petrol,Automatic,First,Others,5.0,4.0,4.56,24.07,kmpl,998.0,CC,67.1,bhp,Maruti,Alto
4706,Volkswagen Vento,Chennai,2012.0,90906.0,Diesel,Manual,First,White,5.0,4.0,4.25,20.54,kmpl,1598.0,CC,103.6,bhp,Volkswagen,Vento
4707,Maruti Baleno,Pune,2006.0,155000.0,Petrol,Manual,Third,Black/Silver,5.0,4.0,0.85,15.4,kmpl,1590.0,CC,94.0,bhp,Maruti,Baleno
4708,Chevrolet Spark,Kolkata,2007.0,42100.0,Petrol,Manual,First,Others,5.0,4.0,0.99,18.0,kmpl,995.0,CC,62.0,bhp,Chevrolet,Spark
4709,Mercedes-Benz New,Chennai,2011.0,60000.0,Petrol,Automatic,First,White,5.0,4.0,16.0,11.74,kmpl,1796.0,CC,186.0,bhp,Mercedes-Benz,New
4710,Hyundai i20,Bangalore,2009.0,64000.0,Petrol,Manual,Second,Others,5.0,4.0,4.1,17.0,kmpl,1197.0,CC,80.0,bhp,Hyundai,i20
4711,Mercedes-Benz E-Class,Pune,2001.0,121000.0,Diesel,Manual,First,White,5.0,4.0,5.0,15.0,kmpl,2148.0,CC,98.59,bhp,Mercedes-Benz,E-Class
4712,Maruti Ertiga,Kochi,2017.0,43775.0,Diesel,Manual,First,White,7.0,5.0,8.27,20.77,kmpl,1248.0,CC,88.76,bhp,Maruti,Ertiga
4713,Mahindra Xylo,Ahmedabad,2010.0,91596.0,Diesel,Manual,First,Others,7.0,5.0,1.85,14.95,kmpl,2489.0,CC,93.7,bhp,Mahindra,Xylo
4714,Toyota Innova,Hyderabad,2012.0,210000.0,Diesel,Manual,First,Black/Silver,7.0,4.0,9.0,12.99,kmpl,2494.0,CC,100.0,bhp,Toyota,Innova
4715,Mitsubishi Pajero,Delhi,2014.0,110000.0,Diesel,Manual,First,Others,7.0,5.0,15.0,13.5,kmpl,2477.0,CC,175.56,bhp,Mitsubishi,Pajero
4716,Hyundai i20,Hyderabad,2012.0,58000.0,Petrol,Manual,First,Others,5.0,4.0,4.0,17.0,kmpl,1197.0,CC,80.0,bhp,Hyundai,i20
4717,Honda CR-V,Mumbai,2014.0,56100.0,Petrol,Manual,First,Black/Silver,5.0,4.0,9.75,13.7,kmpl,1997.0,CC,153.86,bhp,Honda,CR-V
4718,Maruti Ertiga,Mumbai,2013.0,75000.0,Diesel,Manual,First,Others,7.0,5.0,6.55,20.77,kmpl,1248.0,CC,88.8,bhp,Maruti,Ertiga
4719,Ford Figo,Mumbai,2017.0,16000.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,5.95,17.01,kmpl,1499.0,CC,110.4,bhp,Ford,Figo
4720,Maruti SX4,Kochi,2015.0,61000.0,CNG,Manual,First,Black/Silver,5.0,4.0,3.89,22.1,km/kg,1586.0,CC,85.7,bhp,Maruti,SX4
4721,Mahindra Scorpio,Coimbatore,2012.0,62729.0,Diesel,Manual,First,Black/Silver,8.0,5.0,6.32,12.05,kmpl,2179.0,CC,120.0,bhp,Mahindra,Scorpio
4722,Volkswagen Polo,Mumbai,2014.0,20364.0,Petrol,Automatic,Second,White,5.0,4.0,5.2,17.21,kmpl,1197.0,CC,103.6,bhp,Volkswagen,Polo
4723,Hyundai i20,Hyderabad,2017.0,14061.0,Diesel,Manual,First,Black/Silver,5.0,4.0,7.4,21.9,kmpl,1396.0,CC,88.76,bhp,Hyundai,i20
4724,Hyundai Verna,Bangalore,2016.0,36000.0,Petrol,Manual,First,White,5.0,4.0,8.0,17.43,kmpl,1396.0,CC,105.5,bhp,Hyundai,Verna
4725,Hyundai Verna,Delhi,2013.0,66000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,5.7,22.32,kmpl,1582.0,CC,126.3,bhp,Hyundai,Verna
4726,Hyundai Grand,Jaipur,2014.0,64000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,4.15,24.0,kmpl,1120.0,CC,70.0,bhp,Hyundai,Grand
4727,Honda City,Delhi,2010.0,62000.0,Petrol,Automatic,First,White,5.0,4.0,3.55,16.8,kmpl,1497.0,CC,118.0,bhp,Honda,City
4728,Nissan Sunny,Chennai,2014.0,79200.0,Diesel,Manual,First,Black/Silver,5.0,4.0,5.5,22.71,kmpl,1461.0,CC,84.8,bhp,Nissan,Sunny
4729,Toyota Innova,Hyderabad,2013.0,92000.0,Diesel,Manual,First,White,8.0,5.0,12.5,12.99,kmpl,2494.0,CC,100.0,bhp,Toyota,Innova
4730,Mahindra KUV,Mumbai,2016.0,34079.0,Diesel,Manual,First,White,6.0,4.0,3.7,25.32,kmpl,1198.0,CC,77.0,bhp,Mahindra,KUV
4731,BMW X1,Pune,2012.0,80000.0,Petrol,Automatic,First,Others,5.0,4.0,9.5,11.25,kmpl,1995.0,CC,150.0,bhp,BMW,X1
4732,Hyundai Verna,Jaipur,2012.0,117837.0,Diesel,Manual,Second,White,5.0,4.0,4.75,22.32,kmpl,1582.0,CC,126.32,bhp,Hyundai,Verna
4733,BMW X1,Pune,2012.0,66000.0,Diesel,Automatic,Second,Black/Silver,5.0,4.0,11.5,17.05,kmpl,1995.0,CC,184.0,bhp,BMW,X1
4734,Toyota Innova,Coimbatore,2017.0,72717.0,Diesel,Manual,First,White,7.0,4.0,14.52,12.99,kmpl,2494.0,CC,100.6,bhp,Toyota,Innova
4735,Volvo S80,Chennai,2010.0,92098.0,Diesel,Automatic,Second,Others,5.0,4.0,7.25,16.0,kmpl,2400.0,CC,215.0,bhp,Volvo,S80
4736,Tata Manza,Jaipur,2011.0,86500.0,Diesel,Manual,Second,White,5.0,4.0,1.8,21.12,kmpl,1248.0,CC,88.8,bhp,Tata,Manza
4737,Ford Endeavour,Jaipur,2011.0,119000.0,Diesel,Manual,Third,Black/Silver,7.0,5.0,6.5,13.1,kmpl,2499.0,CC,141.0,bhp,Ford,Endeavour
4738,Honda City,Pune,2009.0,138000.0,Petrol,Manual,Second,White,5.0,4.0,3.5,17.0,kmpl,1497.0,CC,118.0,bhp,Honda,City
4739,Mercedes-Benz M-Class,Hyderabad,2014.0,50000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,45.0,15.26,kmpl,2143.0,CC,203.2,bhp,Mercedes-Benz,M-Class
4740,Honda City,Jaipur,2015.0,24398.0,Petrol,Manual,First,White,5.0,4.0,7.9,17.8,kmpl,1497.0,CC,117.3,bhp,Honda,City
4741,Ford Figo,Coimbatore,2013.0,60328.0,Petrol,Manual,First,White,5.0,4.0,4.54,15.6,kmpl,1196.0,CC,70.0,bhp,Ford,Figo
4742,Maruti Wagon,Pune,2014.0,29202.0,CNG,Manual,First,White,5.0,4.0,3.9,33.54,km/kg,998.0,CC,67.04,bhp,Maruti,Wagon
4743,Maruti Ciaz,Hyderabad,2016.0,46000.0,Diesel,Manual,First,Others,5.0,4.0,8.45,28.09,kmpl,1248.0,CC,88.5,bhp,Maruti,Ciaz
4744,Audi A4,Hyderabad,2012.0,80000.0,Petrol,Automatic,First,Others,5.0,4.0,17.5,15.64,kmpl,1798.0,CC,167.62,bhp,Audi,A4
4745,Hyundai Santro,Coimbatore,2012.0,50243.0,Petrol,Manual,First,Others,5.0,4.0,3.35,0.0,kmpl,1086.0,CC,98.59,bhp,Hyundai,Santro
4746,Volkswagen Polo,Kolkata,2011.0,55001.0,Petrol,Manual,First,Black/Silver,5.0,4.0,2.2,16.47,kmpl,1198.0,CC,73.9,bhp,Volkswagen,Polo
4747,BMW 3,Bangalore,2010.0,58000.0,Diesel,Automatic,First,White,5.0,4.0,11.5,22.69,kmpl,1995.0,CC,190.0,bhp,BMW,3
4748,Maruti Celerio,Pune,2017.0,7500.0,Petrol,Automatic,First,White,5.0,4.0,5.0,23.1,kmpl,998.0,CC,67.04,bhp,Maruti,Celerio
4749,Ford Ecosport,Kochi,2015.0,80064.0,Diesel,Manual,First,White,5.0,4.0,7.33,22.7,kmpl,1498.0,CC,89.84,bhp,Ford,Ecosport
4750,Honda Amaze,Kolkata,2014.0,45000.0,Diesel,Manual,First,Others,5.0,4.0,3.25,27.4,kmpl,1498.0,CC,98.59,bhp,Honda,Amaze
4751,Honda Accord,Kochi,2011.0,54316.0,Petrol,Manual,Second,Others,5.0,4.0,4.29,12.8,kmpl,2354.0,CC,177.6,bhp,Honda,Accord
4752,Skoda Superb,Pune,2012.0,282000.0,Petrol,Manual,First,Others,5.0,4.0,3.3,13.14,kmpl,1798.0,CC,160.0,bhp,Skoda,Superb
4753,Volkswagen Polo,Kochi,2016.0,46399.0,Petrol,Manual,First,White,5.0,4.0,4.63,16.47,kmpl,1198.0,CC,74.0,bhp,Volkswagen,Polo
4754,Maruti Swift,Delhi,2014.0,62000.0,Diesel,Manual,First,White,5.0,4.0,3.75,17.8,kmpl,1248.0,CC,75.0,bhp,Maruti,Swift
4755,Maruti Swift,Kolkata,2012.0,52241.0,Diesel,Manual,First,Others,5.0,4.0,2.9,25.2,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
4756,Audi Q5,Bangalore,2015.0,63000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,34.5,13.22,kmpl,2967.0,CC,241.4,bhp,Audi,Q5
4757,Mercedes-Benz E-Class,Coimbatore,2017.0,43477.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,38.15,15.0,kmpl,2143.0,CC,204.0,bhp,Mercedes-Benz,E-Class
4758,Hyundai i10,Ahmedabad,2011.0,86000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,3.75,20.36,kmpl,1197.0,CC,78.9,bhp,Hyundai,i10
4759,Hyundai Santro,Hyderabad,2007.0,57309.0,Petrol,Manual,First,Black/Silver,5.0,4.0,2.1,17.0,kmpl,1086.0,CC,98.59,bhp,Hyundai,Santro
4760,Hyundai Verna,Bangalore,2010.0,72010.0,Diesel,Manual,First,Black/Silver,5.0,4.0,4.45,16.8,kmpl,1493.0,CC,110.0,bhp,Hyundai,Verna
4761,Tata Tiago,Pune,2018.0,2000.0,Petrol,Automatic,First,Others,5.0,4.0,5.0,23.84,kmpl,1199.0,CC,83.83,bhp,Tata,Tiago
4762,Skoda Yeti,Chennai,2011.0,79000.0,Diesel,Manual,First,Others,5.0,4.0,7.5,17.67,kmpl,1968.0,CC,138.08,bhp,Skoda,Yeti
4763,Hyundai Creta,Coimbatore,2018.0,32807.0,Petrol,Automatic,First,White,5.0,4.0,14.76,13.0,kmpl,1591.0,CC,121.3,bhp,Hyundai,Creta
4764,Mercedes-Benz GLA,Mumbai,2018.0,10000.0,Diesel,Automatic,First,Others,5.0,4.0,28.9,17.9,kmpl,2143.0,CC,136.0,bhp,Mercedes-Benz,GLA
4765,Hyundai Grand,Ahmedabad,2016.0,30000.0,Diesel,Manual,First,Others,5.0,4.0,5.5,24.0,kmpl,1120.0,CC,70.0,bhp,Hyundai,Grand
4766,Maruti Alto,Pune,2015.0,18000.0,CNG,Manual,First,White,4.0,4.0,3.0,33.44,km/kg,796.0,CC,40.3,bhp,Maruti,Alto
4767,Audi A4,Kochi,2017.0,61221.0,Petrol,Automatic,First,White,5.0,4.0,21.73,17.84,kmpl,1395.0,CC,147.51,bhp,Audi,A4
4768,Mahindra Scorpio,Mumbai,2006.0,89869.0,Diesel,Manual,First,Black/Silver,8.0,5.0,3.25,12.7,kmpl,2609.0,CC,116.6,bhp,Mahindra,Scorpio
4769,Ford EcoSport,Coimbatore,2018.0,32189.0,Diesel,Manual,First,Black/Silver,5.0,4.0,9.25,23.0,kmpl,1498.0,CC,98.96,bhp,Ford,EcoSport
4770,Volkswagen Ameo,Ahmedabad,2017.0,55000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,4.7,17.0,kmpl,1198.0,CC,73.75,bhp,Volkswagen,Ameo
4771,BMW 6,Mumbai,2011.0,5900.0,Petrol,Automatic,First,Others,4.0,4.0,47.5,7.94,kmpl,4395.0,CC,450.0,bhp,BMW,6
4772,Audi A8,Delhi,2012.0,56000.0,Diesel,Automatic,First,Others,5.0,4.0,45.0,11.8,kmpl,2967.0,CC,246.7,bhp,Audi,A8
4773,Hyundai Creta,Chennai,2016.0,69434.0,Petrol,Manual,First,Black/Silver,5.0,4.0,8.0,15.8,kmpl,1591.0,CC,121.3,bhp,Hyundai,Creta
4774,Volkswagen Polo,Delhi,2010.0,65000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,2.4,16.47,kmpl,1198.0,CC,73.9,bhp,Volkswagen,Polo
4775,Mini Clubman,Pune,2017.0,8350.0,Petrol,Manual,First,White,5.0,4.0,35.0,13.8,kmpl,1998.0,CC,192.0,bhp,Mini,Clubman
4776,Fiat Linea,Jaipur,2009.0,80000.0,Diesel,Manual,Second,Black/Silver,5.0,4.0,1.75,20.4,kmpl,1248.0,CC,91.2,bhp,Fiat,Linea
4777,Mercedes-Benz E-Class,Jaipur,2014.0,59364.0,Diesel,Automatic,First,White,5.0,4.0,26.5,14.21,kmpl,2143.0,CC,203.0,bhp,Mercedes-Benz,E-Class
4778,Maruti Swift,Delhi,2015.0,62088.0,Petrol,Manual,First,White,5.0,4.0,4.15,18.6,kmpl,1197.0,CC,85.8,bhp,Maruti,Swift
4779,Honda City,Delhi,2015.0,65000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,5.95,26.0,kmpl,1498.0,CC,98.6,bhp,Honda,City
4780,Volkswagen Polo,Kolkata,2013.0,45000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,3.25,22.07,kmpl,1199.0,CC,73.9,bhp,Volkswagen,Polo
4781,Hyundai i20,Hyderabad,2014.0,70089.0,Petrol,Manual,First,White,5.0,4.0,5.35,18.6,kmpl,1197.0,CC,81.83,bhp,Hyundai,i20
4782,Hyundai Xcent,Jaipur,2014.0,75000.0,Diesel,Manual,First,Others,5.0,4.0,3.85,24.4,kmpl,1120.0,CC,71.0,bhp,Hyundai,Xcent
4783,Ford Aspire,Coimbatore,2017.0,30279.0,Diesel,Manual,First,Black/Silver,5.0,4.0,7.29,26.1,kmpl,1498.0,CC,99.0,bhp,Ford,Aspire
4784,Volkswagen Polo,Mumbai,2014.0,15000.0,Petrol,Manual,First,Others,5.0,4.0,3.9,16.47,kmpl,1198.0,CC,74.0,bhp,Volkswagen,Polo
4785,Hyundai i20,Kolkata,2015.0,27000.0,Diesel,Manual,First,White,5.0,4.0,5.99,21.19,kmpl,1396.0,CC,88.73,bhp,Hyundai,i20
4786,Skoda Fabia,Kolkata,2012.0,98000.0,Diesel,Manual,First,White,5.0,4.0,2.51,20.86,kmpl,1199.0,CC,73.9,bhp,Skoda,Fabia
4787,Hyundai i20,Kolkata,2010.0,45807.0,Petrol,Manual,First,White,5.0,4.0,1.87,18.5,kmpl,1197.0,CC,98.59,bhp,Hyundai,i20
4788,Renault Duster,Pune,2014.0,90000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,7.25,19.01,kmpl,1461.0,CC,108.45,bhp,Renault,Duster
4789,Maruti Ertiga,Mumbai,2018.0,14000.0,Diesel,Manual,First,White,7.0,5.0,9.25,25.47,kmpl,1248.0,CC,88.5,bhp,Maruti,Ertiga
4790,Tata Indica,Kolkata,2012.0,80000.0,Diesel,Manual,Second,White,5.0,4.0,1.2,22.3,kmpl,1248.0,CC,74.0,bhp,Tata,Indica
4791,Hyundai i20,Mumbai,2014.0,30180.0,Petrol,Manual,First,Others,5.0,4.0,4.65,18.5,kmpl,1197.0,CC,82.85,bhp,Hyundai,i20
4792,Audi Q7,Coimbatore,2016.0,45180.0,Diesel,Automatic,First,White,7.0,5.0,50.22,12.07,kmpl,2967.0,CC,241.4,bhp,Audi,Q7
4793,Mercedes-Benz R-Class,Kochi,2014.0,45710.0,Petrol,Automatic,First,Others,7.0,5.0,23.68,11.8,kmpl,3498.0,CC,272.0,bhp,Mercedes-Benz,R-Class
4794,Hyundai i10,Bangalore,2009.0,60000.0,Petrol,Automatic,First,Others,5.0,4.0,2.99,19.2,kmpl,1197.0,CC,80.0,bhp,Hyundai,i10
4795,Volvo V40,Bangalore,2014.0,32700.0,Diesel,Automatic,First,White,5.0,4.0,20.0,23.3,kmpl,1984.0,CC,150.0,bhp,Volvo,V40
4796,Honda Jazz,Coimbatore,2017.0,66507.0,Petrol,Automatic,Second,White,5.0,4.0,5.43,19.0,kmpl,1199.0,CC,88.7,bhp,Honda,Jazz
4797,Maruti Wagon,Delhi,2006.0,86000.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,1.0,18.9,kmpl,998.0,CC,67.1,bhp,Maruti,Wagon
4798,Maruti Swift,Delhi,2012.0,71082.0,Diesel,Manual,First,Black/Silver,5.0,4.0,3.95,19.3,kmpl,1248.0,CC,73.9,bhp,Maruti,Swift
4799,BMW 7,Coimbatore,2013.0,73525.0,Diesel,Automatic,First,Others,5.0,4.0,34.54,16.46,kmpl,2993.0,CC,258.0,bhp,BMW,7
4800,Maruti Swift,Ahmedabad,2017.0,49224.0,Diesel,Manual,First,Black/Silver,5.0,4.0,6.0,25.2,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
4801,Mahindra Scorpio,Delhi,2011.0,65000.0,Diesel,Manual,Second,Black/Silver,8.0,5.0,4.0,12.05,kmpl,2179.0,CC,120.0,bhp,Mahindra,Scorpio
4802,Mahindra XUV500,Delhi,2015.0,62000.0,Diesel,Manual,First,Black/Silver,7.0,5.0,10.25,16.0,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
4803,Hyundai Verna,Mumbai,2014.0,11000.0,Petrol,Manual,First,Others,5.0,4.0,6.1,17.01,kmpl,1591.0,CC,121.3,bhp,Hyundai,Verna
4804,Hyundai i20,Kochi,2016.0,42362.0,Petrol,Manual,First,White,5.0,4.0,6.15,18.6,kmpl,1197.0,CC,81.83,bhp,Hyundai,i20
4805,Tata Nano,Bangalore,2014.0,25500.0,Petrol,Manual,First,White,4.0,4.0,2.15,25.4,kmpl,624.0,CC,37.5,bhp,Tata,Nano
4806,Maruti SX4,Coimbatore,2016.0,61717.0,Diesel,Manual,First,Black/Silver,5.0,4.0,8.94,22.7,kmpl,1598.0,CC,118.0,bhp,Maruti,SX4
4807,Hyundai Creta,Coimbatore,2017.0,19623.0,Petrol,Manual,First,Others,5.0,4.0,13.12,15.29,kmpl,1591.0,CC,121.3,bhp,Hyundai,Creta
4808,Honda City,Chennai,2015.0,23000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,7.0,17.4,kmpl,1497.0,CC,117.3,bhp,Honda,City
4809,Audi A6,Pune,2013.0,85000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,21.0,17.68,kmpl,1968.0,CC,174.33,bhp,Audi,A6
4810,Mercedes-Benz New,Bangalore,2017.0,20149.0,Diesel,Automatic,First,White,5.0,4.0,38.5,19.27,kmpl,2143.0,CC,167.62,bhp,Mercedes-Benz,New
4811,Renault KWID,Mumbai,2016.0,24000.0,Petrol,Manual,First,Others,5.0,4.0,3.1,25.17,kmpl,799.0,CC,53.3,bhp,Renault,KWID
4812,Maruti S,Pune,2017.0,32000.0,Diesel,Manual,First,White,5.0,4.0,8.5,15.0,kmpl,1248.0,CC,88.5,bhp,Maruti,S
4813,Hyundai i10,Kolkata,2010.0,32000.0,Petrol,Manual,First,Others,5.0,4.0,2.07,20.36,kmpl,1197.0,CC,78.9,bhp,Hyundai,i10
4814,Toyota Innova,Delhi,2013.0,91200.0,Diesel,Manual,First,Black/Silver,8.0,5.0,8.25,12.99,kmpl,2494.0,CC,100.0,bhp,Toyota,Innova
4815,Honda City,Mumbai,2013.0,52576.0,Petrol,Manual,First,Others,5.0,4.0,4.35,13.0,kmpl,1493.0,CC,100.0,bhp,Honda,City
4816,Volkswagen Polo,Coimbatore,2015.0,29651.0,Petrol,Manual,First,Black/Silver,5.0,4.0,6.43,16.47,kmpl,1198.0,CC,74.0,bhp,Volkswagen,Polo
4817,Tata Nano,Coimbatore,2013.0,37287.0,Petrol,Manual,First,White,4.0,4.0,1.74,26.0,kmpl,624.0,CC,35.0,bhp,Tata,Nano
4818,Volkswagen Vento,Chennai,2014.0,28000.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,7.75,16.93,kmpl,1197.0,CC,103.6,bhp,Volkswagen,Vento
